sensors 30
relays 292
e 79 89 89.8 122880 1.01123145049937e-07 5e-08
e 79 302 88.6 122880 6.55423523026141e-08 5e-08
e 79 303 89.8 122880 7.60390053509398e-08 5e-08
e 80 35 89.9 122880 1.68670093015783e-07 5e-08
e 80 36 89.5 122880 8.92564362042703e-08 5e-08
e 80 77 89.9 122880 2.36818866593792e-07 5e-08
e 80 82 89.8 122880 1.06703082661347e-07 5e-08
e 80 83 89.9 122880 1.07660466739399e-07 5e-08
e 80 302 88.9 122880 7.57825243949268e-08 5e-08
e 81 6 89.3 122880 1.46197711022811e-07 5e-08
e 81 75 89.1 122880 9.80749788797106e-08 5e-08
e 81 77 89.5 122880 1.07403593516641e-07 5e-08
e 81 78 89.5 122880 1.72502231063472e-07 5e-08
e 82 6 89.6 122880 7.89929045790579e-08 5e-08
e 82 74 89.5 122880 7.274090618153e-08 5e-08
e 82 76 89.2 122880 1.51898197735881e-07 5e-08
e 82 77 89.8 122880 6.94233869247525e-08 5e-08
e 82 78 89.1 122880 1.08743372909582e-07 5e-08
e 82 79 89.2 122880 2.4912091724321e-07 5e-08
e 82 80 89.8 122880 1.06703082661347e-07 5e-08
e 82 113 89.7 122880 4.70480821459486e-07 5e-08
e 82 114 89.9 122880 2.9553682732655e-07 5e-08
e 83 28 88.2 122880 2.01132176347443e-07 5e-08
e 83 79 87.7 122880 1.0029498105627e-07 5e-08
e 83 80 89.9 122880 1.07660466739399e-07 5e-08
e 83 302 88.8 122880 5.99234116241631e-08 5e-08
e 83 303 89.8 122880 3.37459357023662e-07 5e-08
e 84 7 84.7 122880 6.30692405930815e-08 5e-08
e 84 8 87.7 122880 1.20388216895698e-07 5e-08
e 84 32 86.4 122880 8.70404355637956e-08 5e-08
e 84 67 89.2 122880 2.10636658194058e-07 5e-08
e 84 68 89 122880 2.06968687008092e-07 5e-08
e 84 70 88.8 122880 1.08179788829811e-07 5e-08
e 84 71 87.9 122880 1.77999662875198e-07 5e-08
e 84 72 87.6 122880 2.3897596640981e-07 5e-08
e 84 85 85.9 122880 6.19404678004939e-08 5e-08
e 84 86 87.8 122880 9.17289028842918e-08 5e-08
e 84 87 85.6 122880 6.96910801663031e-08 5e-08
e 84 88 87.4 122880 9.57765445983914e-08 5e-08
e 84 90 89.2 122880 1.11041733880917e-07 5e-08
e 84 91 88.7 122880 1.21591771397596e-07 5e-08
e 84 92 88.4 122880 1.81125310875099e-07 5e-08
e 84 120 89.1 122880 4.13357411064471e-07 5e-08
e 84 121 87.3 122880 1.87980211969468e-07 5e-08
e 84 122 89 122880 2.2760114480667e-07 5e-08
e 84 293 84.3 122880 7.03187911973104e-08 5e-08
e 84 294 86.4 122880 6.71587950202856e-08 5e-08
e 84 299 87.9 122880 1.90277497496533e-07 5e-08
e 84 300 87.2 122880 9.86057047587006e-08 5e-08
e 84 301 87.3 122880 1.17341675291029e-07 5e-08
e 84 303 89.8 122880 2.18044407326276e-07 5e-08
e 85 7 86.4 122880 9.8361149586472e-08 5e-08
e 85 8 87 122880 7.43479533433341e-08 5e-08
e 85 11 88.6 122880 2.2062990765679e-07 5e-08
e 85 32 88.6 122880 1.23179785414404e-07 5e-08
e 85 70 89.1 122880 1.23360895264983e-07 5e-08
e 85 71 88.3 122880 1.16742336431511e-07 5e-08
e 85 72 87.8 122880 1.11604920517334e-07 5e-08
e 85 73 87.5 122880 2.16791340152584e-07 5e-08
e 85 84 85.9 122880 6.19404678004939e-08 5e-08
e 85 86 86.1 122880 5.90268130005388e-08 5e-08
e 85 87 86.4 122880 1.12298757218737e-07 5e-08
e 85 88 89.3 122880 1.36981557972641e-07 5e-08
e 85 91 88.4 122880 1.09501057105449e-07 5e-08
e 85 92 88.6 122880 1.16957820849083e-07 5e-08
e 85 120 87.7 122880 1.54754663715282e-07 5e-08
e 85 121 86.6 122880 9.49899149012694e-08 5e-08
e 85 122 87 122880 1.08880344021929e-07 5e-08
e 85 123 88.5 122880 1.87531091130882e-07 5e-08
e 85 128 88.6 122880 2.35026070335528e-07 5e-08
e 85 293 87.1 122880 1.06095707891856e-07 5e-08
e 85 294 88.3 122880 1.03311093917505e-07 5e-08
e 85 300 87.7 122880 2.03683216033136e-07 5e-08
e 85 301 89.7 122880 1.0847373099879e-07 5e-08
e 86 7 85.8 122880 1.7571398542384e-07 5e-08
e 86 8 86.3 122880 5.37248845359643e-08 5e-08
e 86 10 89.9 122880 3.89786971785769e-07 5e-08
e 86 11 88.9 122880 1.35848594243667e-07 5e-08
e 86 32 89 122880 2.48497834300174e-07 5e-08
e 86 70 88.9 122880 1.94135587989397e-07 5e-08
e 86 71 88.1 122880 1.07237992317694e-07 5e-08
e 86 72 86 122880 8.00957395086893e-08 5e-08
e 86 73 88.5 122880 1.36957679251901e-07 5e-08
e 86 74 89.8 122880 3.28209349405807e-07 5e-08
e 86 84 87.8 122880 9.17289028842918e-08 5e-08
e 86 85 86.1 122880 5.90268130005388e-08 5e-08
e 86 87 88 122880 2.33319014816432e-07 5e-08
e 86 88 89.8 122880 2.80068503802183e-07 5e-08
e 86 90 89.2 122880 1.83820439100423e-07 5e-08
e 86 91 89.1 122880 1.19076276197625e-07 5e-08
e 86 92 87.9 122880 1.07929805795607e-07 5e-08
e 86 119 88.2 122880 2.44063360389243e-07 5e-08
e 86 120 87.8 122880 9.18636788972572e-08 5e-08
e 86 121 84.9 122880 6.38814943870563e-08 5e-08
e 86 122 86.5 122880 7.75269056324825e-08 5e-08
e 86 123 88.5 122880 1.21720373658079e-07 5e-08
e 86 124 88.1 122880 1.87436846902761e-07 5e-08
e 86 128 88.2 122880 1.50729450667835e-07 5e-08
e 86 293 87.1 122880 1.97038646529613e-07 5e-08
e 86 301 88.6 122880 1.19499732286851e-07 5e-08
e 87 7 86.6 122880 5.27996690771853e-08 5e-08
e 87 8 89.8 122880 4.0194350153254e-07 5e-08
e 87 32 87.3 122880 7.57590025261496e-08 5e-08
e 87 45 88.8 122880 1.36529724955453e-07 5e-08
e 87 66 88.6 122880 1.72670886227667e-07 5e-08
e 87 67 89.2 122880 1.16231893018915e-07 5e-08
e 87 68 88.9 122880 1.67671596030562e-07 5e-08
e 87 70 88.8 122880 1.23866850287534e-07 5e-08
e 87 84 85.6 122880 6.96910801663031e-08 5e-08
e 87 85 86.4 122880 1.12298757218737e-07 5e-08
e 87 86 88 122880 2.33319014816432e-07 5e-08
e 87 88 87.7 122880 8.44237069747907e-08 5e-08
e 87 90 89.5 122880 1.37294263595517e-07 5e-08
e 87 293 86.4 122880 5.94598372474296e-08 5e-08
e 87 294 85.9 122880 5.571200966624e-08 5e-08
e 87 299 88 122880 8.31179922484589e-08 5e-08
e 87 300 85.7 122880 5.64232823285677e-08 5e-08
e 87 301 88.1 122880 2.18688049485892e-07 5e-08
e 88 7 89.3 122880 1.0020912480879e-07 5e-08
e 88 79 89.9 122880 1.46164035871701e-07 5e-08
e 88 84 87.4 122880 9.57765445983914e-08 5e-08
e 88 85 89.3 122880 1.36981557972641e-07 5e-08
e 88 86 89.8 122880 2.80068503802183e-07 5e-08
e 88 87 87.7 122880 8.44237069747907e-08 5e-08
e 88 90 88.3 122880 6.72910279166113e-08 5e-08
e 88 91 88.1 122880 1.02128388150959e-07 5e-08
e 88 92 89.4 122880 1.91257131979086e-07 5e-08
e 88 293 89.3 122880 1.2572254471081e-07 5e-08
e 88 294 86.6 122880 6.2883882781675e-08 5e-08
e 88 299 89.6 122880 1.3172472029772e-07 5e-08
e 88 300 88.4 122880 9.59417237242234e-08 5e-08
e 89 43 89.9 122880 4.55819749518656e-07 5e-08
e 89 45 89.2 122880 3.11787650836201e-07 5e-08
e 89 79 89.8 122880 1.01123145049937e-07 5e-08
e 89 300 89.6 122880 1.1935975920304e-07 5e-08
e 90 7 88.7 122880 1.67916714542151e-07 5e-08
e 90 8 89.1 122880 2.68265998705867e-07 5e-08
e 90 72 88.7 122880 2.28884101325192e-07 5e-08
e 90 73 89.5 122880 1.88930860605756e-07 5e-08
e 90 77 89.8 122880 6.74563455818044e-07 5e-08
e 90 84 89.2 122880 1.11041733880917e-07 5e-08
e 90 86 89.2 122880 1.83820439100423e-07 5e-08
e 90 87 89.5 122880 1.37294263595517e-07 5e-08
e 90 88 88.3 122880 6.72910279166113e-08 5e-08
e 90 293 88.9 122880 2.62222504040287e-07 5e-08
e 90 294 89.2 122880 9.47549514054866e-08 5e-08
e 90 300 89.8 122880 2.1307292985237e-07 5e-08
e 91 6 89.3 122880 3.0711151264445e-07 5e-08
e 91 8 89.7 122880 1.4253171160323e-07 5e-08
e 91 72 88.8 122880 1.1044538051637e-07 5e-08
e 91 73 87.9 122880 9.69616291323598e-08 5e-08
e 91 74 89.9 122880 1.11291632492821e-07 5e-08
e 91 75 89.5 122880 1.76742289248683e-07 5e-08
e 91 77 89.9 122880 3.97705701511736e-07 5e-08
e 91 84 88.7 122880 1.21591771397596e-07 5e-08
e 91 85 88.4 122880 1.09501057105449e-07 5e-08
e 91 86 89.1 122880 1.19076276197625e-07 5e-08
e 91 88 88.1 122880 1.02128388150959e-07 5e-08
e 91 92 87.4 122880 5.95951889257867e-08 5e-08
e 91 121 89.7 122880 2.22482762224244e-07 5e-08
e 91 294 88.7 122880 1.31167329465086e-07 5e-08
e 92 6 89.5 122880 1.65471660165143e-07 5e-08
e 92 8 88.6 122880 1.11276502548042e-07 5e-08
e 92 72 87.5 122880 7.69504956779331e-08 5e-08
e 92 73 88.6 122880 6.43547328351819e-08 5e-08
e 92 74 89.3 122880 7.92183752025607e-08 5e-08
e 92 77 89.9 122880 2.79308375607335e-07 5e-08
e 92 84 88.4 122880 1.81125310875099e-07 5e-08
e 92 85 88.6 122880 1.16957820849083e-07 5e-08
e 92 86 87.9 122880 1.07929805795607e-07 5e-08
e 92 88 89.4 122880 1.91257131979086e-07 5e-08
e 92 91 87.4 122880 5.95951889257867e-08 5e-08
e 92 114 89.8 122880 5.27075764711244e-07 5e-08
e 92 116 89.7 122880 3.68191466567148e-07 5e-08
e 92 120 89.5 122880 1.76344909429281e-07 5e-08
e 92 121 88.8 122880 1.35631935389228e-07 5e-08
e 93 33 88.3 122880 5.45435499184196e-08 5e-08
e 93 34 88.6 122880 7.74063648096043e-08 5e-08
e 93 37 88.9 122880 1.51664453966969e-07 5e-08
e 93 182 89.3 122880 2.37386910746218e-07 5e-08
e 93 183 89.3 122880 1.10162665058893e-07 5e-08
e 93 206 89.4 122880 1.44152521904887e-07 5e-08
e 94 4 90 122880 4.17499516906296e-07 5e-08
e 94 9 88 122880 6.19794798319918e-08 5e-08
e 94 95 88.7 122880 6.29852289546174e-08 5e-08
e 94 96 88.9 122880 9.42011899229638e-08 5e-08
e 94 97 89.3 122880 1.18711907370378e-07 5e-08
e 94 98 89.6 122880 6.16389013413129e-08 5e-08
e 94 99 89.3 122880 6.54804472299806e-08 5e-08
e 94 100 88.3 122880 5.48781162224907e-08 5e-08
e 94 101 89 122880 7.57423747657314e-08 5e-08
e 94 103 89.5 122880 1.22660859405287e-07 5e-08
e 94 106 89.1 122880 1.49616878850143e-07 5e-08
e 94 107 89.5 122880 2.61228825699387e-07 5e-08
e 94 317 89.9 122880 3.67042156129558e-07 5e-08
e 94 318 89 122880 1.30694459187318e-07 5e-08
e 94 319 89.6 122880 1.27750816215117e-07 5e-08
e 94 321 89.2 122880 1.51302344806865e-07 5e-08
e 95 4 89.3 122880 1.7505529423496e-07 5e-08
e 95 9 87.6 122880 9.98691377384176e-08 5e-08
e 95 50 89.9 122880 2.48455612403539e-07 5e-08
e 95 94 88.7 122880 6.29852289546174e-08 5e-08
e 95 98 88.6 122880 9.69969229983484e-08 5e-08
e 95 99 88.6 122880 1.00006941852167e-07 5e-08
e 95 100 87.9 122880 7.95480535066967e-08 5e-08
e 95 295 89.7 122880 4.66826595960943e-07 5e-08
e 95 318 89.1 122880 1.15422501411159e-07 5e-08
e 95 319 89.3 122880 1.06708572420809e-07 5e-08
e 95 321 89.1 122880 8.94692292984235e-08 5e-08
e 96 9 88.9 122880 1.85586301904647e-07 5e-08
e 96 49 89.2 122880 1.5464858336931e-07 5e-08
e 96 50 88 122880 1.15147902784618e-07 5e-08
e 96 94 88.9 122880 9.42011899229638e-08 5e-08
e 96 98 89 122880 1.72560746408674e-07 5e-08
e 96 99 89.5 122880 1.7860651934745e-07 5e-08
e 96 100 88.8 122880 1.2065949279363e-07 5e-08
e 96 295 88.8 122880 2.20951506486283e-07 5e-08
e 96 319 89.8 122880 1.09632573930886e-07 5e-08
e 96 320 89.7 122880 8.77856847165128e-08 5e-08
e 97 9 90 122880 2.9692997468745e-07 5e-08
e 97 49 88.8 122880 1.17748573730565e-07 5e-08
e 97 50 87.3 122880 9.16397698803485e-08 5e-08
e 97 51 89.5 122880 2.37199154255459e-07 5e-08
e 97 94 89.3 122880 1.18711907370378e-07 5e-08
e 97 98 90 122880 2.72802426601822e-07 5e-08
e 97 100 89 122880 1.83582152656648e-07 5e-08
e 97 295 87.7 122880 1.58119511380035e-07 5e-08
e 98 9 87.5 122880 5.16093820057225e-08 5e-08
e 98 94 89.6 122880 6.16389013413129e-08 5e-08
e 98 95 88.6 122880 9.69969229983484e-08 5e-08
e 98 96 89 122880 1.72560746408674e-07 5e-08
e 98 97 90 122880 2.72802426601822e-07 5e-08
e 98 100 89.2 122880 6.06954332227321e-08 5e-08
e 98 101 89 122880 9.13657107232925e-08 5e-08
e 98 102 89.2 122880 1.76019593982241e-07 5e-08
e 98 105 89.4 122880 9.96169672472982e-08 5e-08
e 98 106 90 122880 1.00779190557782e-07 5e-08
e 98 107 89.7 122880 1.20122935715312e-07 5e-08
e 98 108 89.8 122880 1.25367019627188e-07 5e-08
e 98 149 89.9 122880 3.10389554878367e-07 5e-08
e 99 9 86.9 122880 5.78056762509825e-08 5e-08
e 99 94 89.3 122880 6.54804472299806e-08 5e-08
e 99 95 88.6 122880 1.00006941852167e-07 5e-08
e 99 96 89.5 122880 1.7860651934745e-07 5e-08
e 99 100 89.5 122880 5.29915272067821e-08 5e-08
e 99 101 88.3 122880 5.71957421322549e-08 5e-08
e 99 105 88.8 122880 7.02259837484938e-08 5e-08
e 99 106 89.1 122880 8.59527623800814e-08 5e-08
e 99 107 89.2 122880 1.23557262720007e-07 5e-08
e 99 108 88.9 122880 1.26442815388685e-07 5e-08
e 99 112 89.7 122880 9.01892559744596e-08 5e-08
e 99 149 89.4 122880 1.12746793836783e-07 5e-08
e 100 4 89.6 122880 5.31896182685651e-07 5e-08
e 100 9 87.9 122880 5.62403378207941e-08 5e-08
e 100 94 88.3 122880 5.48781162224907e-08 5e-08
e 100 95 87.9 122880 7.95480535066967e-08 5e-08
e 100 96 88.8 122880 1.2065949279363e-07 5e-08
e 100 97 89 122880 1.83582152656648e-07 5e-08
e 100 98 89.2 122880 6.06954332227321e-08 5e-08
e 100 99 89.5 122880 5.29915272067821e-08 5e-08
e 100 101 89.9 122880 6.10821624628403e-08 5e-08
e 100 105 88.6 122880 8.83289173113537e-08 5e-08
e 100 112 88.4 122880 9.36889455730077e-08 5e-08
e 101 9 87.4 122880 7.88396599769008e-08 5e-08
e 101 94 89 122880 7.57423747657314e-08 5e-08
e 101 98 89 122880 9.13657107232925e-08 5e-08
e 101 99 88.3 122880 5.71957421322549e-08 5e-08
e 101 100 89.9 122880 6.10821624628403e-08 5e-08
e 101 105 89.4 122880 8.08693603997068e-08 5e-08
e 101 106 88.6 122880 1.10063436837157e-07 5e-08
e 101 107 89.2 122880 2.2004607454811e-07 5e-08
e 101 108 89.1 122880 2.26668470013352e-07 5e-08
e 101 316 89.8 122880 2.88316481153662e-07 5e-08
e 101 317 90 122880 1.32891118157288e-07 5e-08
e 102 4 89.1 122880 4.51028169474245e-07 5e-08
e 102 9 88.3 122880 1.27706863760766e-07 5e-08
e 102 98 89.2 122880 1.76019593982241e-07 5e-08
e 102 105 89.8 122880 9.71880346939445e-08 5e-08
e 102 106 88.4 122880 1.53446158707614e-07 5e-08
e 102 316 87.3 122880 1.25534574283004e-07 5e-08
e 102 317 89.4 122880 9.20177132982508e-08 5e-08
e 102 319 89.5 122880 8.89177412044375e-08 5e-08
e 102 320 89.2 122880 1.61673268272968e-07 5e-08
e 103 94 89.5 122880 1.22660859405287e-07 5e-08
e 103 105 89.2 122880 7.51732690706475e-08 5e-08
e 103 106 89.3 122880 1.0791274788562e-07 5e-08
e 103 149 88.5 122880 5.76440751506129e-08 5e-08
e 103 150 87.2 122880 8.80978846345789e-08 5e-08
e 103 151 88.7 122880 1.45661406007531e-07 5e-08
e 103 316 88.1 122880 2.0414134350619e-07 5e-08
e 104 9 88.8 122880 9.57014945277784e-08 5e-08
e 104 105 88.8 122880 5.846001343668e-08 5e-08
e 104 106 88.7 122880 8.02651875588982e-08 5e-08
e 104 107 88.4 122880 1.25773741804498e-07 5e-08
e 104 108 89.5 122880 1.25354282822409e-07 5e-08
e 104 149 89.3 122880 7.19115857731727e-08 5e-08
e 104 150 88.5 122880 1.12532007596709e-07 5e-08
e 104 151 89.9 122880 2.35560788763209e-07 5e-08
e 105 30 89.4 122880 6.57797406212093e-08 5e-08
e 105 98 89.4 122880 9.96169672472982e-08 5e-08
e 105 99 88.8 122880 7.02259837484938e-08 5e-08
e 105 100 88.6 122880 8.83289173113537e-08 5e-08
e 105 101 89.4 122880 8.08693603997068e-08 5e-08
e 105 102 89.8 122880 9.71880346939445e-08 5e-08
e 105 103 89.2 122880 7.51732690706475e-08 5e-08
e 105 104 88.8 122880 5.846001343668e-08 5e-08
e 105 106 89 122880 5.67224918808234e-08 5e-08
e 105 107 90 122880 8.35962387697917e-08 5e-08
e 105 108 88.8 122880 8.33601247110438e-08 5e-08
e 105 112 89.2 122880 1.22680655499121e-07 5e-08
e 105 149 90 122880 1.06365623843939e-07 5e-08
e 105 317 89.8 122880 4.62489154137749e-07 5e-08
e 105 318 89.7 122880 2.67449883012776e-07 5e-08
e 105 319 89.9 122880 3.33757969363097e-07 5e-08
e 106 94 89.1 122880 1.49616878850143e-07 5e-08
e 106 98 90 122880 1.00779190557782e-07 5e-08
e 106 99 89.1 122880 8.59527623800814e-08 5e-08
e 106 101 88.6 122880 1.10063436837157e-07 5e-08
e 106 102 88.4 122880 1.53446158707614e-07 5e-08
e 106 103 89.3 122880 1.0791274788562e-07 5e-08
e 106 104 88.7 122880 8.02651875588982e-08 5e-08
e 106 105 89 122880 5.67224918808234e-08 5e-08
e 106 108 89.3 122880 6.01841703116647e-08 5e-08
e 106 111 89.2 122880 8.1420135558598e-08 5e-08
e 106 112 88.7 122880 2.39555026897048e-07 5e-08
e 106 149 89.9 122880 1.83453949621811e-07 5e-08
e 107 30 89.5 122880 1.66387198027666e-07 5e-08
e 107 94 89.5 122880 2.61228825699387e-07 5e-08
e 107 98 89.7 122880 1.20122935715312e-07 5e-08
e 107 99 89.2 122880 1.23557262720007e-07 5e-08
e 107 101 89.2 122880 2.2004607454811e-07 5e-08
e 107 104 88.4 122880 1.25773741804498e-07 5e-08
e 107 105 90 122880 8.35962387697917e-08 5e-08
e 107 108 87.4 122880 5.01521772569555e-08 5e-08
e 107 110 88 122880 1.10443208547457e-07 5e-08
e 107 111 89.5 122880 1.22592165382834e-07 5e-08
e 108 30 89.8 122880 1.63763106009457e-07 5e-08
e 108 98 89.8 122880 1.25367019627188e-07 5e-08
e 108 99 88.9 122880 1.26442815388685e-07 5e-08
e 108 101 89.1 122880 2.26668470013352e-07 5e-08
e 108 104 89.5 122880 1.25354282822409e-07 5e-08
e 108 105 88.8 122880 8.33601247110438e-08 5e-08
e 108 106 89.3 122880 6.01841703116647e-08 5e-08
e 108 107 87.4 122880 5.01521772569555e-08 5e-08
e 108 110 88.4 122880 1.06073384767476e-07 5e-08
e 108 111 89.4 122880 1.19947681955854e-07 5e-08
e 109 110 87.8 122880 5.7919118945448e-08 5e-08
e 109 111 88.7 122880 8.82856930448221e-08 5e-08
e 109 149 88.7 122880 2.55012661661885e-07 5e-08
e 109 150 89.7 122880 3.63947127236216e-07 5e-08
e 110 107 88 122880 1.10443208547457e-07 5e-08
e 110 108 88.4 122880 1.06073384767476e-07 5e-08
e 110 109 87.8 122880 5.7919118945448e-08 5e-08
e 110 111 87.8 122880 6.13809784881965e-08 5e-08
e 110 149 87.2 122880 1.2233430950827e-07 5e-08
e 110 150 87.8 122880 1.86293540890106e-07 5e-08
e 110 151 89.9 122880 3.43769478332278e-07 5e-08
e 110 296 89.3 122880 5.96392863951037e-08 5e-08
e 111 106 89.2 122880 8.1420135558598e-08 5e-08
e 111 107 89.5 122880 1.22592165382834e-07 5e-08
e 111 108 89.4 122880 1.19947681955854e-07 5e-08
e 111 109 88.7 122880 8.82856930448221e-08 5e-08
e 111 110 87.8 122880 6.13809784881965e-08 5e-08
e 111 149 86.1 122880 7.91512347631352e-08 5e-08
e 111 150 88.3 122880 1.09199802012163e-07 5e-08
e 111 151 88.3 122880 1.98423912754488e-07 5e-08
e 112 99 89.7 122880 9.01892559744596e-08 5e-08
e 112 100 88.4 122880 9.36889455730077e-08 5e-08
e 112 105 89.2 122880 1.22680655499121e-07 5e-08
e 112 106 88.7 122880 2.39555026897048e-07 5e-08
e 112 150 88.5 122880 1.00390347174972e-07 5e-08
e 112 316 88.9 122880 1.14743933217833e-07 5e-08
e 112 317 88.8 122880 7.77519360164692e-08 5e-08
e 112 320 89 122880 1.0244000511686e-07 5e-08
e 113 6 88.9 122880 1.1451505809492e-07 5e-08
e 113 75 89.3 122880 2.0175636528412e-07 5e-08
e 113 76 89.9 122880 6.60531980547385e-08 5e-08
e 113 82 89.7 122880 4.70480821459486e-07 5e-08
e 113 114 88.9 122880 5.59272041330687e-08 5e-08
e 113 115 88.5 122880 7.77306166197195e-08 5e-08
e 113 322 88.5 122880 9.19161401926602e-08 5e-08
e 113 323 88.6 122880 6.04202259195303e-08 5e-08
e 114 74 89.7 122880 1.33269281876084e-07 5e-08
e 114 75 90 122880 1.25116862234762e-07 5e-08
e 114 76 89.9 122880 5.69894609692661e-08 5e-08
e 114 82 89.9 122880 2.9553682732655e-07 5e-08
e 114 92 89.8 122880 5.27075764711244e-07 5e-08
e 114 113 88.9 122880 5.59272041330687e-08 5e-08
e 114 115 88.8 122880 6.10518419706565e-08 5e-08
e 114 322 88.2 122880 1.12280091326035e-07 5e-08
e 114 323 88.4 122880 6.92545980932257e-08 5e-08
e 115 113 88.5 122880 7.77306166197195e-08 5e-08
e 115 114 88.8 122880 6.10518419706565e-08 5e-08
e 115 118 90 122880 2.24353568273789e-07 5e-08
e 115 322 89.4 122880 2.55681047029155e-07 5e-08
e 115 323 88.9 122880 1.09462470081852e-07 5e-08
e 116 72 89.3 122880 1.45506223821888e-07 5e-08
e 116 92 89.7 122880 3.68191466567148e-07 5e-08
e 116 117 90 122880 5.997501407715e-08 5e-08
e 116 118 89.7 122880 1.08779639684296e-07 5e-08
e 116 119 88.7 122880 9.95718268525023e-08 5e-08
e 116 120 88.8 122880 1.43010071867266e-07 5e-08
e 117 8 88.8 122880 2.63147976511449e-07 5e-08
e 117 10 86.1 122880 5.35911228452733e-08 5e-08
e 117 72 89.4 122880 1.29087482055387e-07 5e-08
e 117 116 90 122880 5.997501407715e-08 5e-08
e 117 118 86.6 122880 7.50881091950981e-08 5e-08
e 117 119 85.1 122880 6.62520580763492e-08 5e-08
e 117 120 87.8 122880 1.01612887907434e-07 5e-08
e 117 121 87.8 122880 1.78123504772375e-07 5e-08
e 117 122 89.1 122880 2.89799958669519e-07 5e-08
e 117 127 89.9 122880 1.75715752502921e-07 5e-08
e 117 304 86.3 122880 6.43828934778569e-08 5e-08
e 118 10 86.2 122880 6.48397174367222e-08 5e-08
e 118 46 89.5 122880 1.16486973859796e-07 5e-08
e 118 115 90 122880 2.24353568273789e-07 5e-08
e 118 116 89.7 122880 1.08779639684296e-07 5e-08
e 118 117 86.6 122880 7.50881091950981e-08 5e-08
e 118 119 86.8 122880 7.42660682258745e-08 5e-08
e 118 120 87.6 122880 1.56303345911236e-07 5e-08
e 118 125 89 122880 2.16553768367915e-07 5e-08
e 118 126 87.9 122880 1.4755324358894e-07 5e-08
e 118 127 88.4 122880 1.10814586411559e-07 5e-08
e 118 304 85.4 122880 5.76926004804771e-08 5e-08
e 119 8 86.3 122880 1.4007228979949e-07 5e-08
e 119 10 86.1 122880 5.56561167417855e-08 5e-08
e 119 11 87.9 122880 2.25956978936445e-07 5e-08
e 119 46 89.3 122880 1.1911446389976e-07 5e-08
e 119 72 88.9 122880 1.18472592062055e-07 5e-08
e 119 86 88.2 122880 2.44063360389243e-07 5e-08
e 119 116 88.7 122880 9.95718268525023e-08 5e-08
e 119 117 85.1 122880 6.62520580763492e-08 5e-08
e 119 118 86.8 122880 7.42660682258745e-08 5e-08
e 119 120 87 122880 7.100655892243e-08 5e-08
e 119 121 87.7 122880 1.04996736970749e-07 5e-08
e 119 122 88.5 122880 1.18585073822909e-07 5e-08
e 119 123 86.9 122880 2.20887902461102e-07 5e-08
e 119 124 87.6 122880 1.44400147969018e-07 5e-08
e 119 125 89.1 122880 1.16469223265548e-07 5e-08
e 119 126 89.2 122880 1.11299836264937e-07 5e-08
e 119 127 88.1 122880 8.70307536358534e-08 5e-08
e 119 128 88.1 122880 2.72110289402404e-07 5e-08
e 119 304 86 122880 5.46351162513683e-08 5e-08
e 120 8 86.5 122880 7.06135907576858e-08 5e-08
e 120 10 87.3 122880 9.06946429222748e-08 5e-08
e 120 11 87.6 122880 1.22129846788254e-07 5e-08
e 120 46 88 122880 2.22366776541829e-07 5e-08
e 120 71 89.2 122880 1.78116152904797e-07 5e-08
e 120 72 86.6 122880 7.29104327004431e-08 5e-08
e 120 84 89.1 122880 4.13357411064471e-07 5e-08
e 120 85 87.7 122880 1.54754663715282e-07 5e-08
e 120 86 87.8 122880 9.18636788972572e-08 5e-08
e 120 92 89.5 122880 1.76344909429281e-07 5e-08
e 120 116 88.8 122880 1.43010071867266e-07 5e-08
e 120 117 87.8 122880 1.01612887907434e-07 5e-08
e 120 118 87.6 122880 1.56303345911236e-07 5e-08
e 120 119 87 122880 7.100655892243e-08 5e-08
e 120 121 84.4 122880 5.82926723266733e-08 5e-08
e 120 122 87.3 122880 7.19003701156601e-08 5e-08
e 120 123 88.9 122880 1.17185372874862e-07 5e-08
e 120 124 88.4 122880 1.12848989243343e-07 5e-08
e 120 125 88.1 122880 1.16588531038166e-07 5e-08
e 120 126 88.1 122880 1.35977307823341e-07 5e-08
e 120 127 88.6 122880 1.08489405007238e-07 5e-08
e 120 128 88.8 122880 1.40302214707548e-07 5e-08
e 120 304 87.8 122880 9.53745254342114e-08 5e-08
e 121 8 86.1 122880 5.34533196628496e-08 5e-08
e 121 10 86.2 122880 1.45399925751384e-07 5e-08
e 121 11 89.7 122880 1.05552064403679e-07 5e-08
e 121 71 88.5 122880 1.11240980454964e-07 5e-08
e 121 72 86 122880 7.14079825289519e-08 5e-08
e 121 73 90 122880 1.29740072600442e-07 5e-08
e 121 84 87.3 122880 1.87980211969468e-07 5e-08
e 121 85 86.6 122880 9.49899149012694e-08 5e-08
e 121 86 84.9 122880 6.38814943870563e-08 5e-08
e 121 91 89.7 122880 2.22482762224244e-07 5e-08
e 121 92 88.8 122880 1.35631935389228e-07 5e-08
e 121 117 87.8 122880 1.78123504772375e-07 5e-08
e 121 119 87.7 122880 1.04996736970749e-07 5e-08
e 121 120 84.4 122880 5.82926723266733e-08 5e-08
e 121 122 85.2 122880 5.95494637731348e-08 5e-08
e 121 123 87.9 122880 9.91891855152772e-08 5e-08
e 121 124 88.4 122880 1.09870654141834e-07 5e-08
e 121 125 87.9 122880 1.28066841141341e-07 5e-08
e 121 126 88 122880 1.91699053204538e-07 5e-08
