sensors 30
relays 292
e 67 81 88.8 122880 1.08179788829811e-07 5e-08
e 67 82 89.1 122880 1.23360895264983e-07 5e-08
e 67 83 88.9 122880 1.94135587989397e-07 5e-08
e 67 84 89.6 122880 2.89433547172894e-07 5e-08
e 67 85 88.8 122880 1.23866850287534e-07 5e-08
e 67 118 87.9 122880 2.58553310600956e-07 5e-08
e 67 119 87.3 122880 2.07793099625073e-07 5e-08
e 67 120 85.9 122880 2.31082887474249e-07 5e-08
e 67 125 87.6 122880 2.11812120267804e-07 5e-08
e 67 126 89.4 122880 2.68968390626239e-07 5e-08
e 67 133 89.6 122880 1.49297400691509e-07 5e-08
e 67 134 89.7 122880 1.17613640632764e-07 5e-08
e 67 291 84.6 122880 8.10742541306541e-08 5e-08
e 67 292 89.1 122880 1.95260796544039e-07 5e-08
e 67 301 88.9 122880 1.80149069524504e-07 5e-08
e 67 302 85.3 122880 6.21096046549273e-08 5e-08
e 68 32 86.3 122880 1.94763952076395e-07 5e-08
e 68 65 88.3 122880 2.10812825453704e-07 5e-08
e 68 67 87 122880 9.75711865748606e-08 5e-08
e 68 80 89.4 122880 2.91064493184881e-07 5e-08
e 68 81 87.9 122880 1.77999662875198e-07 5e-08
e 68 82 88.3 122880 1.16742336431511e-07 5e-08
e 68 83 88.1 122880 1.07237992317694e-07 5e-08
e 68 84 88.9 122880 1.11031282334419e-07 5e-08
e 68 116 89.2 122880 1.78116152904797e-07 5e-08
e 68 117 88.5 122880 1.11240980454964e-07 5e-08
e 68 118 85.1 122880 7.81279410950153e-08 5e-08
e 68 119 85 122880 6.29626357379054e-08 5e-08
e 68 120 84.5 122880 6.59290252664628e-08 5e-08
e 68 121 87 122880 9.02905647526921e-08 5e-08
e 68 122 87.4 122880 1.27749062187279e-07 5e-08
e 68 123 88.9 122880 2.37905103773995e-07 5e-08
e 68 124 88.8 122880 2.55723720932692e-07 5e-08
e 68 125 85.1 122880 6.42417944640211e-08 5e-08
e 68 126 86.1 122880 8.35627144202987e-08 5e-08
e 68 127 88.9 122880 1.25111529019814e-07 5e-08
e 68 291 87.4 122880 2.36329652573591e-07 5e-08
e 68 302 85.1 122880 6.16789556602637e-08 5e-08
e 68 305 89.1 122880 1.88651184695517e-07 5e-08
e 69 9 89.9 122880 2.65442824355454e-07 5e-08
e 69 14 89.3 122880 1.45506223821888e-07 5e-08
e 69 70 89 122880 6.7835282518834e-08 5e-08
e 69 71 90 122880 1.06012833987947e-07 5e-08
e 69 72 89.9 122880 2.28317231883122e-07 5e-08
e 69 81 87.6 122880 2.3897596640981e-07 5e-08
e 69 82 87.8 122880 1.11604920517334e-07 5e-08
e 69 83 86 122880 8.00957395086893e-08 5e-08
e 69 84 87.1 122880 6.91807375458251e-08 5e-08
e 69 87 88.7 122880 2.28884101325192e-07 5e-08
e 69 88 88.8 122880 1.1044538051637e-07 5e-08
e 69 89 87.5 122880 7.69504956779331e-08 5e-08
e 69 112 89.4 122880 1.29087482055387e-07 5e-08
e 69 113 88.5 122880 1.37246628599177e-07 5e-08
e 69 115 88.9 122880 1.18472592062055e-07 5e-08
e 69 116 86.6 122880 7.29104327004431e-08 5e-08
e 69 117 86 122880 7.14079825289519e-08 5e-08
e 69 118 88.2 122880 1.0954268341021e-07 5e-08
e 69 304 88.7 122880 1.92310418057236e-07 5e-08
e 70 69 89 122880 6.7835282518834e-08 5e-08
e 70 72 89.4 122880 9.35502666917831e-08 5e-08
e 70 74 89.5 122880 1.94364159594702e-07 5e-08
e 70 82 87.5 122880 2.16791340152584e-07 5e-08
e 70 83 88.5 122880 1.36957679251901e-07 5e-08
e 70 84 88.9 122880 1.20678756729542e-07 5e-08
e 70 87 89.5 122880 1.88930860605756e-07 5e-08
e 70 88 87.9 122880 9.69616291323598e-08 5e-08
e 70 89 88.6 122880 6.43547328351819e-08 5e-08
e 70 117 90 122880 1.29740072600442e-07 5e-08
e 71 9 89.6 122880 6.88290207259717e-08 5e-08
e 71 69 90 122880 1.06012833987947e-07 5e-08
e 71 72 88.6 122880 6.11452119182666e-08 5e-08
e 71 74 88.4 122880 9.90624062095573e-08 5e-08
e 71 75 89.3 122880 2.2543906596478e-07 5e-08
e 71 78 89.5 122880 7.274090618153e-08 5e-08
e 71 83 89.8 122880 3.28209349405807e-07 5e-08
e 71 88 89.9 122880 1.11291632492821e-07 5e-08
e 71 89 89.3 122880 7.92183752025607e-08 5e-08
e 71 110 89.7 122880 1.33269281876084e-07 5e-08
e 71 323 89.8 122880 2.37030590405544e-07 5e-08
e 72 69 89.9 122880 2.28317231883122e-07 5e-08
e 72 70 89.4 122880 9.35502666917831e-08 5e-08
e 72 71 88.6 122880 6.11452119182666e-08 5e-08
e 72 73 89.7 122880 9.08039242231685e-08 5e-08
e 72 74 89.9 122880 6.34498822365457e-08 5e-08
e 72 75 88.9 122880 1.05356995870674e-07 5e-08
e 72 77 89.1 122880 9.80749788797106e-08 5e-08
e 72 88 89.5 122880 1.76742289248683e-07 5e-08
e 72 109 89.3 122880 2.0175636528412e-07 5e-08
e 72 110 90 122880 1.25116862234762e-07 5e-08
e 72 323 89.3 122880 1.45548673168396e-07 5e-08
e 73 9 89.8 122880 6.62154240249828e-08 5e-08
e 73 72 89.7 122880 9.08039242231685e-08 5e-08
e 73 78 89.2 122880 1.51898197735881e-07 5e-08
e 73 109 89.9 122880 6.60531980547385e-08 5e-08
e 73 110 89.9 122880 5.69894609692661e-08 5e-08
e 73 323 89 122880 6.38815064551477e-08 5e-08
e 74 9 88.6 122880 6.74620873563187e-08 5e-08
e 74 70 89.5 122880 1.94364159594702e-07 5e-08
e 74 71 88.4 122880 9.90624062095573e-08 5e-08
e 74 72 89.9 122880 6.34498822365457e-08 5e-08
e 74 75 89.6 122880 6.42445021749658e-08 5e-08
e 74 76 89.9 122880 2.36818866593792e-07 5e-08
e 74 77 89.5 122880 1.07403593516641e-07 5e-08
e 74 78 89.8 122880 6.94233869247525e-08 5e-08
e 74 87 89.8 122880 6.74563455818044e-07 5e-08
e 74 88 89.9 122880 3.97705701511736e-07 5e-08
e 74 89 89.9 122880 2.79308375607335e-07 5e-08
e 75 9 89.9 122880 1.07048163331003e-07 5e-08
e 75 71 89.3 122880 2.2543906596478e-07 5e-08
e 75 72 88.9 122880 1.05356995870674e-07 5e-08
e 75 74 89.6 122880 6.42445021749658e-08 5e-08
e 75 77 89.5 122880 1.72502231063472e-07 5e-08
e 75 78 89.1 122880 1.08743372909582e-07 5e-08
e 76 35 89.9 122880 1.68670093015783e-07 5e-08
e 76 36 89.5 122880 8.92564362042703e-08 5e-08
e 76 74 89.9 122880 2.36818866593792e-07 5e-08
e 76 78 89.8 122880 1.06703082661347e-07 5e-08
e 76 79 89.9 122880 1.07660466739399e-07 5e-08
e 76 303 88.9 122880 7.57825243949268e-08 5e-08
e 77 9 89.3 122880 1.46197711022811e-07 5e-08
e 77 72 89.1 122880 9.80749788797106e-08 5e-08
e 77 74 89.5 122880 1.07403593516641e-07 5e-08
e 77 75 89.5 122880 1.72502231063472e-07 5e-08
e 78 9 89.6 122880 7.89929045790579e-08 5e-08
e 78 10 89.2 122880 2.4912091724321e-07 5e-08
e 78 71 89.5 122880 7.274090618153e-08 5e-08
e 78 73 89.2 122880 1.51898197735881e-07 5e-08
e 78 74 89.8 122880 6.94233869247525e-08 5e-08
e 78 75 89.1 122880 1.08743372909582e-07 5e-08
e 78 76 89.8 122880 1.06703082661347e-07 5e-08
e 78 109 89.7 122880 4.70480821459486e-07 5e-08
e 78 110 89.9 122880 2.9553682732655e-07 5e-08
e 79 10 87.7 122880 1.0029498105627e-07 5e-08
e 79 30 88.2 122880 2.01132176347443e-07 5e-08
e 79 31 89.8 122880 3.37459357023662e-07 5e-08
e 79 76 89.9 122880 1.07660466739399e-07 5e-08
e 79 303 88.8 122880 5.99234116241631e-08 5e-08
e 80 8 88.9 122880 1.05345148224493e-07 5e-08
e 80 32 86.1 122880 6.36494876353662e-08 5e-08
e 80 44 88.3 122880 1.88680342089941e-07 5e-08
e 80 64 88.4 122880 1.63417438671149e-07 5e-08
e 80 65 88.3 122880 1.21567353779349e-07 5e-08
e 80 67 87.3 122880 9.85075280523736e-08 5e-08
e 80 68 89.4 122880 2.91064493184881e-07 5e-08
e 80 81 84.7 122880 6.30692405930815e-08 5e-08
e 80 82 86.4 122880 9.8361149586472e-08 5e-08
e 80 83 85.8 122880 1.7571398542384e-07 5e-08
e 80 84 88.8 122880 3.04911099736681e-07 5e-08
e 80 85 86.6 122880 5.27996690771853e-08 5e-08
e 80 86 89.3 122880 1.0020912480879e-07 5e-08
e 80 87 88.7 122880 1.67916714542151e-07 5e-08
e 80 291 86.1 122880 5.26187883682306e-08 5e-08
e 80 292 86.3 122880 6.22353556590917e-08 5e-08
e 80 300 88.3 122880 9.79265399451483e-08 5e-08
e 80 301 86 122880 6.45293177816245e-08 5e-08
e 80 302 87.7 122880 1.35571076470548e-07 5e-08
e 81 8 89.2 122880 2.10636658194058e-07 5e-08
e 81 31 89.8 122880 2.18044407326276e-07 5e-08
e 81 32 86.4 122880 8.70404355637956e-08 5e-08
e 81 65 89 122880 2.06968687008092e-07 5e-08
e 81 67 88.8 122880 1.08179788829811e-07 5e-08
e 81 68 87.9 122880 1.77999662875198e-07 5e-08
e 81 69 87.6 122880 2.3897596640981e-07 5e-08
e 81 80 84.7 122880 6.30692405930815e-08 5e-08
e 81 82 85.9 122880 6.19404678004939e-08 5e-08
e 81 83 87.8 122880 9.17289028842918e-08 5e-08
e 81 84 87.7 122880 1.20388216895698e-07 5e-08
e 81 85 85.6 122880 6.96910801663031e-08 5e-08
e 81 86 87.4 122880 9.57765445983914e-08 5e-08
e 81 87 89.2 122880 1.11041733880917e-07 5e-08
e 81 88 88.7 122880 1.21591771397596e-07 5e-08
e 81 89 88.4 122880 1.81125310875099e-07 5e-08
e 81 116 89.1 122880 4.13357411064471e-07 5e-08
e 81 117 87.3 122880 1.87980211969468e-07 5e-08
e 81 118 89 122880 2.2760114480667e-07 5e-08
e 81 291 84.3 122880 7.03187911973104e-08 5e-08
e 81 292 86.4 122880 6.71587950202856e-08 5e-08
e 81 300 87.9 122880 1.90277497496533e-07 5e-08
e 81 301 87.2 122880 9.86057047587006e-08 5e-08
e 81 302 87.3 122880 1.17341675291029e-07 5e-08
e 82 32 88.6 122880 1.23179785414404e-07 5e-08
e 82 67 89.1 122880 1.23360895264983e-07 5e-08
e 82 68 88.3 122880 1.16742336431511e-07 5e-08
e 82 69 87.8 122880 1.11604920517334e-07 5e-08
e 82 70 87.5 122880 2.16791340152584e-07 5e-08
e 82 80 86.4 122880 9.8361149586472e-08 5e-08
e 82 81 85.9 122880 6.19404678004939e-08 5e-08
e 82 83 86.1 122880 5.90268130005388e-08 5e-08
e 82 84 87 122880 7.43479533433341e-08 5e-08
e 82 85 86.4 122880 1.12298757218737e-07 5e-08
e 82 86 89.3 122880 1.36981557972641e-07 5e-08
e 82 88 88.4 122880 1.09501057105449e-07 5e-08
e 82 89 88.6 122880 1.16957820849083e-07 5e-08
e 82 116 87.7 122880 1.54754663715282e-07 5e-08
e 82 117 86.6 122880 9.49899149012694e-08 5e-08
e 82 118 87 122880 1.08880344021929e-07 5e-08
e 82 119 88.5 122880 1.87531091130882e-07 5e-08
e 82 120 88.6 122880 2.2062990765679e-07 5e-08
e 82 125 88.6 122880 2.35026070335528e-07 5e-08
e 82 291 87.1 122880 1.06095707891856e-07 5e-08
e 82 292 88.3 122880 1.03311093917505e-07 5e-08
e 82 301 87.7 122880 2.03683216033136e-07 5e-08
e 82 302 89.7 122880 1.0847373099879e-07 5e-08
e 83 32 89 122880 2.48497834300174e-07 5e-08
e 83 67 88.9 122880 1.94135587989397e-07 5e-08
e 83 68 88.1 122880 1.07237992317694e-07 5e-08
e 83 69 86 122880 8.00957395086893e-08 5e-08
e 83 70 88.5 122880 1.36957679251901e-07 5e-08
e 83 71 89.8 122880 3.28209349405807e-07 5e-08
e 83 80 85.8 122880 1.7571398542384e-07 5e-08
e 83 81 87.8 122880 9.17289028842918e-08 5e-08
e 83 82 86.1 122880 5.90268130005388e-08 5e-08
e 83 84 86.3 122880 5.37248845359643e-08 5e-08
e 83 85 88 122880 2.33319014816432e-07 5e-08
e 83 86 89.8 122880 2.80068503802183e-07 5e-08
e 83 87 89.2 122880 1.83820439100423e-07 5e-08
e 83 88 89.1 122880 1.19076276197625e-07 5e-08
e 83 89 87.9 122880 1.07929805795607e-07 5e-08
e 83 113 89.9 122880 3.89786971785769e-07 5e-08
e 83 115 88.2 122880 2.44063360389243e-07 5e-08
e 83 116 87.8 122880 9.18636788972572e-08 5e-08
e 83 117 84.9 122880 6.38814943870563e-08 5e-08
e 83 118 86.5 122880 7.75269056324825e-08 5e-08
e 83 119 88.5 122880 1.21720373658079e-07 5e-08
e 83 120 88.9 122880 1.35848594243667e-07 5e-08
e 83 121 88.1 122880 1.87436846902761e-07 5e-08
e 83 125 88.2 122880 1.50729450667835e-07 5e-08
e 83 291 87.1 122880 1.97038646529613e-07 5e-08
e 83 302 88.6 122880 1.19499732286851e-07 5e-08
e 84 67 89.6 122880 2.89433547172894e-07 5e-08
e 84 68 88.9 122880 1.11031282334419e-07 5e-08
e 84 69 87.1 122880 6.91807375458251e-08 5e-08
e 84 70 88.9 122880 1.20678756729542e-07 5e-08
e 84 80 88.8 122880 3.04911099736681e-07 5e-08
e 84 81 87.7 122880 1.20388216895698e-07 5e-08
e 84 82 87 122880 7.43479533433341e-08 5e-08
e 84 83 86.3 122880 5.37248845359643e-08 5e-08
e 84 85 89.8 122880 4.0194350153254e-07 5e-08
e 84 87 89.1 122880 2.68265998705867e-07 5e-08
e 84 88 89.7 122880 1.4253171160323e-07 5e-08
e 84 89 88.6 122880 1.11276502548042e-07 5e-08
e 84 112 88.8 122880 2.63147976511449e-07 5e-08
e 84 113 87.8 122880 2.27404253764084e-07 5e-08
e 84 115 86.3 122880 1.4007228979949e-07 5e-08
e 84 116 86.5 122880 7.06135907576858e-08 5e-08
e 84 117 86.1 122880 5.34533196628496e-08 5e-08
e 84 118 85.8 122880 6.70945721455136e-08 5e-08
e 84 119 89.3 122880 1.11622634472673e-07 5e-08
e 84 120 89 122880 1.19794951370776e-07 5e-08
e 84 121 88.8 122880 1.37738600540109e-07 5e-08
e 84 122 88.2 122880 2.02098116593683e-07 5e-08
e 84 123 89.8 122880 3.14424924793736e-07 5e-08
e 84 125 89 122880 1.28861475300278e-07 5e-08
e 84 292 90 122880 3.29165741030172e-07 5e-08
e 84 302 88.5 122880 1.47232867252186e-07 5e-08
e 84 304 89.2 122880 2.60185683651062e-07 5e-08
e 85 8 89.2 122880 1.16231893018915e-07 5e-08
e 85 32 87.3 122880 7.57590025261496e-08 5e-08
e 85 44 88.8 122880 1.36529724955453e-07 5e-08
e 85 64 88.6 122880 1.72670886227667e-07 5e-08
e 85 65 88.9 122880 1.67671596030562e-07 5e-08
e 85 67 88.8 122880 1.23866850287534e-07 5e-08
e 85 80 86.6 122880 5.27996690771853e-08 5e-08
e 85 81 85.6 122880 6.96910801663031e-08 5e-08
e 85 82 86.4 122880 1.12298757218737e-07 5e-08
e 85 83 88 122880 2.33319014816432e-07 5e-08
e 85 84 89.8 122880 4.0194350153254e-07 5e-08
e 85 86 87.7 122880 8.44237069747907e-08 5e-08
e 85 87 89.5 122880 1.37294263595517e-07 5e-08
e 85 291 86.4 122880 5.94598372474296e-08 5e-08
e 85 292 85.9 122880 5.571200966624e-08 5e-08
e 85 300 88 122880 8.31179922484589e-08 5e-08
e 85 301 85.7 122880 5.64232823285677e-08 5e-08
e 85 302 88.1 122880 2.18688049485892e-07 5e-08
e 86 10 89.9 122880 1.46164035871701e-07 5e-08
e 86 80 89.3 122880 1.0020912480879e-07 5e-08
e 86 81 87.4 122880 9.57765445983914e-08 5e-08
e 86 82 89.3 122880 1.36981557972641e-07 5e-08
e 86 83 89.8 122880 2.80068503802183e-07 5e-08
e 86 85 87.7 122880 8.44237069747907e-08 5e-08
e 86 87 88.3 122880 6.72910279166113e-08 5e-08
e 86 88 88.1 122880 1.02128388150959e-07 5e-08
e 86 89 89.4 122880 1.91257131979086e-07 5e-08
e 86 291 89.3 122880 1.2572254471081e-07 5e-08
e 86 292 86.6 122880 6.2883882781675e-08 5e-08
e 86 300 89.6 122880 1.3172472029772e-07 5e-08
e 86 301 88.4 122880 9.59417237242234e-08 5e-08
e 87 69 88.7 122880 2.28884101325192e-07 5e-08
e 87 70 89.5 122880 1.88930860605756e-07 5e-08
e 87 74 89.8 122880 6.74563455818044e-07 5e-08
e 87 80 88.7 122880 1.67916714542151e-07 5e-08
e 87 81 89.2 122880 1.11041733880917e-07 5e-08
e 87 83 89.2 122880 1.83820439100423e-07 5e-08
e 87 84 89.1 122880 2.68265998705867e-07 5e-08
e 87 85 89.5 122880 1.37294263595517e-07 5e-08
e 87 86 88.3 122880 6.72910279166113e-08 5e-08
e 87 291 88.9 122880 2.62222504040287e-07 5e-08
e 87 292 89.2 122880 9.47549514054866e-08 5e-08
e 87 301 89.8 122880 2.1307292985237e-07 5e-08
e 88 9 89.3 122880 3.0711151264445e-07 5e-08
e 88 69 88.8 122880 1.1044538051637e-07 5e-08
e 88 70 87.9 122880 9.69616291323598e-08 5e-08
e 88 71 89.9 122880 1.11291632492821e-07 5e-08
e 88 72 89.5 122880 1.76742289248683e-07 5e-08
e 88 74 89.9 122880 3.97705701511736e-07 5e-08
e 88 81 88.7 122880 1.21591771397596e-07 5e-08
e 88 82 88.4 122880 1.09501057105449e-07 5e-08
e 88 83 89.1 122880 1.19076276197625e-07 5e-08
e 88 84 89.7 122880 1.4253171160323e-07 5e-08
e 88 86 88.1 122880 1.02128388150959e-07 5e-08
e 88 89 87.4 122880 5.95951889257867e-08 5e-08
e 88 117 89.7 122880 2.22482762224244e-07 5e-08
e 88 292 88.7 122880 1.31167329465086e-07 5e-08
e 89 9 89.5 122880 1.65471660165143e-07 5e-08
e 89 14 89.7 122880 3.68191466567148e-07 5e-08
e 89 69 87.5 122880 7.69504956779331e-08 5e-08
e 89 70 88.6 122880 6.43547328351819e-08 5e-08
e 89 71 89.3 122880 7.92183752025607e-08 5e-08
e 89 74 89.9 122880 2.79308375607335e-07 5e-08
e 89 81 88.4 122880 1.81125310875099e-07 5e-08
e 89 82 88.6 122880 1.16957820849083e-07 5e-08
e 89 83 87.9 122880 1.07929805795607e-07 5e-08
e 89 84 88.6 122880 1.11276502548042e-07 5e-08
e 89 86 89.4 122880 1.91257131979086e-07 5e-08
e 89 88 87.4 122880 5.95951889257867e-08 5e-08
e 89 110 89.8 122880 5.27075764711244e-07 5e-08
e 89 116 89.5 122880 1.76344909429281e-07 5e-08
e 89 117 88.8 122880 1.35631935389228e-07 5e-08
e 90 2 88.6 122880 7.74063648096043e-08 5e-08
e 90 17 89.3 122880 2.37386910746218e-07 5e-08
e 90 18 89.3 122880 1.10162665058893e-07 5e-08
e 90 33 88.3 122880 5.45435499184196e-08 5e-08
e 90 37 88.9 122880 1.51664453966969e-07 5e-08
e 90 206 89.4 122880 1.44152521904887e-07 5e-08
e 91 46 90 122880 4.17499516906296e-07 5e-08
e 91 92 88.7 122880 6.29852289546174e-08 5e-08
e 91 93 88.9 122880 9.42011899229638e-08 5e-08
e 91 94 89.3 122880 1.18711907370378e-07 5e-08
e 91 95 88 122880 6.19794798319918e-08 5e-08
e 91 96 89.6 122880 6.16389013413129e-08 5e-08
e 91 97 89.3 122880 6.54804472299806e-08 5e-08
e 91 98 88.3 122880 5.48781162224907e-08 5e-08
e 91 99 89 122880 7.57423747657314e-08 5e-08
e 91 101 89.5 122880 1.22660859405287e-07 5e-08
e 91 104 89.1 122880 1.49616878850143e-07 5e-08
e 91 105 89.5 122880 2.61228825699387e-07 5e-08
e 91 317 89.9 122880 3.67042156129558e-07 5e-08
e 91 318 89 122880 1.30694459187318e-07 5e-08
e 91 319 89.6 122880 1.27750816215117e-07 5e-08
e 91 321 89.2 122880 1.51302344806865e-07 5e-08
e 92 46 89.3 122880 1.7505529423496e-07 5e-08
e 92 48 89.9 122880 2.48455612403539e-07 5e-08
e 92 91 88.7 122880 6.29852289546174e-08 5e-08
e 92 95 87.6 122880 9.98691377384176e-08 5e-08
e 92 96 88.6 122880 9.69969229983484e-08 5e-08
e 92 97 88.6 122880 1.00006941852167e-07 5e-08
e 92 98 87.9 122880 7.95480535066967e-08 5e-08
e 92 294 89.7 122880 4.66826595960943e-07 5e-08
e 92 318 89.1 122880 1.15422501411159e-07 5e-08
e 92 319 89.3 122880 1.06708572420809e-07 5e-08
e 92 321 89.1 122880 8.94692292984235e-08 5e-08
e 93 47 89.2 122880 1.5464858336931e-07 5e-08
e 93 48 88 122880 1.15147902784618e-07 5e-08
e 93 91 88.9 122880 9.42011899229638e-08 5e-08
e 93 95 88.9 122880 1.85586301904647e-07 5e-08
e 93 96 89 122880 1.72560746408674e-07 5e-08
e 93 97 89.5 122880 1.7860651934745e-07 5e-08
e 93 98 88.8 122880 1.2065949279363e-07 5e-08
e 93 294 88.8 122880 2.20951506486283e-07 5e-08
e 93 319 89.8 122880 1.09632573930886e-07 5e-08
e 93 320 89.7 122880 8.77856847165128e-08 5e-08
e 94 7 89.5 122880 2.37199154255459e-07 5e-08
e 94 47 88.8 122880 1.17748573730565e-07 5e-08
e 94 48 87.3 122880 9.16397698803485e-08 5e-08
e 94 91 89.3 122880 1.18711907370378e-07 5e-08
e 94 95 90 122880 2.9692997468745e-07 5e-08
e 94 96 90 122880 2.72802426601822e-07 5e-08
e 94 98 89 122880 1.83582152656648e-07 5e-08
e 94 294 87.7 122880 1.58119511380035e-07 5e-08
e 95 91 88 122880 6.19794798319918e-08 5e-08
e 95 92 87.6 122880 9.98691377384176e-08 5e-08
e 95 93 88.9 122880 1.85586301904647e-07 5e-08
e 95 94 90 122880 2.9692997468745e-07 5e-08
e 95 96 87.5 122880 5.16093820057225e-08 5e-08
e 95 97 86.9 122880 5.78056762509825e-08 5e-08
e 95 98 87.9 122880 5.62403378207941e-08 5e-08
e 95 99 87.4 122880 7.88396599769008e-08 5e-08
e 95 100 88.3 122880 1.27706863760766e-07 5e-08
e 95 102 88.8 122880 9.57014945277784e-08 5e-08
e 95 147 89.2 122880 2.20228611572496e-07 5e-08
e 95 295 89.6 122880 1.12894096079374e-07 5e-08
e 95 321 89.8 122880 3.87036842148628e-07 5e-08
e 96 91 89.6 122880 6.16389013413129e-08 5e-08
e 96 92 88.6 122880 9.69969229983484e-08 5e-08
e 96 93 89 122880 1.72560746408674e-07 5e-08
e 96 94 90 122880 2.72802426601822e-07 5e-08
e 96 95 87.5 122880 5.16093820057225e-08 5e-08
e 96 98 89.2 122880 6.06954332227321e-08 5e-08
e 96 99 89 122880 9.13657107232925e-08 5e-08
e 96 100 89.2 122880 1.76019593982241e-07 5e-08
e 96 103 89.4 122880 9.96169672472982e-08 5e-08
e 96 104 90 122880 1.00779190557782e-07 5e-08
e 96 105 89.7 122880 1.20122935715312e-07 5e-08
e 96 106 89.8 122880 1.25367019627188e-07 5e-08
e 96 147 89.9 122880 3.10389554878367e-07 5e-08
e 97 91 89.3 122880 6.54804472299806e-08 5e-08
e 97 92 88.6 122880 1.00006941852167e-07 5e-08
e 97 93 89.5 122880 1.7860651934745e-07 5e-08
e 97 95 86.9 122880 5.78056762509825e-08 5e-08
e 97 98 89.5 122880 5.29915272067821e-08 5e-08
e 97 99 88.3 122880 5.71957421322549e-08 5e-08
e 97 103 88.8 122880 7.02259837484938e-08 5e-08
e 97 104 89.1 122880 8.59527623800814e-08 5e-08
e 97 105 89.2 122880 1.23557262720007e-07 5e-08
e 97 106 88.9 122880 1.26442815388685e-07 5e-08
e 97 108 89.7 122880 9.01892559744596e-08 5e-08
e 97 147 89.4 122880 1.12746793836783e-07 5e-08
e 98 46 89.6 122880 5.31896182685651e-07 5e-08
e 98 91 88.3 122880 5.48781162224907e-08 5e-08
e 98 92 87.9 122880 7.95480535066967e-08 5e-08
e 98 93 88.8 122880 1.2065949279363e-07 5e-08
e 98 94 89 122880 1.83582152656648e-07 5e-08
e 98 95 87.9 122880 5.62403378207941e-08 5e-08
e 98 96 89.2 122880 6.06954332227321e-08 5e-08
e 98 97 89.5 122880 5.29915272067821e-08 5e-08
e 98 99 89.9 122880 6.10821624628403e-08 5e-08
e 98 103 88.6 122880 8.83289173113537e-08 5e-08
e 98 108 88.4 122880 9.36889455730077e-08 5e-08
e 99 91 89 122880 7.57423747657314e-08 5e-08
e 99 95 87.4 122880 7.88396599769008e-08 5e-08
e 99 96 89 122880 9.13657107232925e-08 5e-08
e 99 97 88.3 122880 5.71957421322549e-08 5e-08
e 99 98 89.9 122880 6.10821624628403e-08 5e-08
e 99 103 89.4 122880 8.08693603997068e-08 5e-08
e 99 104 88.6 122880 1.10063436837157e-07 5e-08
e 99 105 89.2 122880 2.2004607454811e-07 5e-08
e 99 106 89.1 122880 2.26668470013352e-07 5e-08
e 99 316 89.8 122880 2.88316481153662e-07 5e-08
e 99 317 90 122880 1.32891118157288e-07 5e-08
e 100 46 89.1 122880 4.51028169474245e-07 5e-08
e 100 95 88.3 122880 1.27706863760766e-07 5e-08
e 100 96 89.2 122880 1.76019593982241e-07 5e-08
e 100 103 89.8 122880 9.71880346939445e-08 5e-08
e 100 104 88.4 122880 1.53446158707614e-07 5e-08
e 100 316 87.3 122880 1.25534574283004e-07 5e-08
e 100 317 89.4 122880 9.20177132982508e-08 5e-08
e 100 319 89.5 122880 8.89177412044375e-08 5e-08
e 100 320 89.2 122880 1.61673268272968e-07 5e-08
e 101 91 89.5 122880 1.22660859405287e-07 5e-08
e 101 103 89.2 122880 7.51732690706475e-08 5e-08
e 101 104 89.3 122880 1.0791274788562e-07 5e-08
e 101 147 88.5 122880 5.76440751506129e-08 5e-08
e 101 148 87.2 122880 8.80978846345789e-08 5e-08
e 101 149 88.7 122880 1.45661406007531e-07 5e-08
e 101 316 88.1 122880 2.0414134350619e-07 5e-08
e 102 95 88.8 122880 9.57014945277784e-08 5e-08
e 102 103 88.8 122880 5.846001343668e-08 5e-08
e 102 104 88.7 122880 8.02651875588982e-08 5e-08
e 102 105 88.4 122880 1.25773741804498e-07 5e-08
e 102 106 89.5 122880 1.25354282822409e-07 5e-08
e 102 147 89.3 122880 7.19115857731727e-08 5e-08
e 102 148 88.5 122880 1.12532007596709e-07 5e-08
e 102 149 89.9 122880 2.35560788763209e-07 5e-08
e 103 96 89.4 122880 9.96169672472982e-08 5e-08
e 103 97 88.8 122880 7.02259837484938e-08 5e-08
e 103 98 88.6 122880 8.83289173113537e-08 5e-08
e 103 99 89.4 122880 8.08693603997068e-08 5e-08
e 103 100 89.8 122880 9.71880346939445e-08 5e-08
e 103 101 89.2 122880 7.51732690706475e-08 5e-08
e 103 102 88.8 122880 5.846001343668e-08 5e-08
e 103 104 89 122880 5.67224918808234e-08 5e-08
e 103 105 90 122880 8.35962387697917e-08 5e-08
e 103 106 88.8 122880 8.33601247110438e-08 5e-08
e 103 108 89.2 122880 1.22680655499121e-07 5e-08
e 103 147 90 122880 1.06365623843939e-07 5e-08
e 103 295 89.4 122880 6.57797406212093e-08 5e-08
e 103 317 89.8 122880 4.62489154137749e-07 5e-08
e 103 318 89.7 122880 2.67449883012776e-07 5e-08
e 103 319 89.9 122880 3.33757969363097e-07 5e-08
e 104 13 89.2 122880 8.1420135558598e-08 5e-08
e 104 91 89.1 122880 1.49616878850143e-07 5e-08
e 104 96 90 122880 1.00779190557782e-07 5e-08
e 104 97 89.1 122880 8.59527623800814e-08 5e-08
e 104 99 88.6 122880 1.10063436837157e-07 5e-08
e 104 100 88.4 122880 1.53446158707614e-07 5e-08
